"path","bytes","sha256","category","action","reason"
"results/paper_ready/cache/prediction/series_n07_p1.mat","407405322","438CF81903F1CDB76C0FA24C76CD19C8CD3C89097307E725714BF2734B12E7DD","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n07_p2.mat","407500058","BBCD7CA86714C0853885FE5961DF423E5A9A4FC685686DED66495B51116BAA61","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n07_p3.mat","407154192","22F2FFD74B5701A913C69DF27BB9169AB9F35B5DC560A56478422CB2E77F396A","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n07_p4.mat","406827793","4FB0BC7226DE3E43AB98A8BA34EA7C0F761001FC3F431233C881B7ACE138F4FD","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n08_p1.mat","407375136","4E126DA01BA6BEADBB87ADDBB256CC47A8B52F5F458C06718C5D747670A2577B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n08_p2.mat","407471713","76F6A7AFE2E43FA62A4FF0040ED2A91ADCACA059249ACEC06F98AEEA1FC1AAB7","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n08_p3.mat","407172322","C3FCB2DDD8346DC82E1E7757C0A0B90460807335969E98761A3B254170BEE713","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n08_p4.mat","406877225","3157697AA22A2AD64C4B93BD7A3CA437454FC7B9F01331D1269826F5163688DD","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n09_p1.mat","407301167","D4BA4182FF115D67514E9115002A6A2CED9D1F39EAE6D68751D3AA9F69D408B5","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n09_p2.mat","407411659","D583357ACF7AF9EA944353111B27CA033C02BC74CCF1E8C0289343B95A4FAE97","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n09_p3.mat","407078856","74EA77EF1DA1BF9A6BD26E07238D3AD45D5F052E5A24AB69372F90B043CC6C74","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n09_p4.mat","406681479","DE45CECD9BD3A4E0A69BA612E2079A27C7B6F49F2BA756263573066FAC7718EC","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n10_p1.mat","407178975","7530941746B9E89329F03930A35412A55F49E1808089DE19B4188A0712D6D0FC","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n10_p2.mat","407266406","460049F0299539C16D3DFE8BA0B692586DD8F73E4D333AAD58B4384DACB86BDF","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n10_p3.mat","407065098","5161A3067D803B9E03286392D5561729DAFABB8F2727FDF41986CA0EB2D35C30","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/prediction/series_n10_p4.mat","406760310","54B262E9894101598B74F225FB56DE4077C42ADBFC7878EE3AEA823C1B54AE81","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e1_p1.mat","15109137","31748B70FDE9B17958FC86C3487A818BDA4EA34F4D261FFF93340A82F0151D61","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e1_p2.mat","16252531","D5CCB48236231BE779DB4740204F71000A93E1A5F57724FAD3594162C6847368","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e2_p1.mat","14207554","A8F8FAE8F01E4481EA6582F87DD702AE18C41C29BA362F8455701BA1C2B42E18","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e2_p2.mat","14124408","F8772E7535404058841CBAA817FAEEDF3C136BAA37B57883CDAA758FA870ED5A","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e3_p1.mat","13838451","D3D49A20A10967F7F9F2E0EA47651F0685C5D95B5C66726EEA95C56C6D8BF4EF","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e3_p2.mat","13757754","913E0DC929E3755B1291938E9E99EF512419FD7E525B1E920B5F9547FC053DEA","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e4_p1.mat","13432435","CDDE347D92F4DEBC7425C8B06C3D4D4C89F7A70596E8D8E0721E506251B8C443","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e4_p2.mat","13390395","BEBBDAD79E63B9DFE369CBF20B7318AAEA9FED94DB9A9CA93A168CB844E5B022","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e5_p1.mat","13027835","FD8E9D9EBECB8B202B9626093564C573099BFD76D2C4BB9D31879A60BA242F5C","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n01_e5_p2.mat","13011403","76E16B0502194BB5CF172987C99847A9094DD1BFCB7F77E8227B987FE270E486","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e1_p1.mat","15090728","5666E83C3A782ADC95EBDCF2FB2D42BEE814D9535EEC87A4D73568E022C54E06","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e1_p2.mat","16174911","A1FDC4D0E3DC1B0F23A14968500724F66DA29AE5A18078603ABFCCEE564D208E","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e2_p1.mat","14201074","35A3E7A7A36833CBFEB5D73919A9E37823AAEB0E3EC0E0D3BF79945C8E3A2DA9","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e2_p2.mat","14070984","A6A63411B1EACB121999F2A2B90DFB8CF4F37C07563C905BBEE0B6FE08933E8B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e3_p1.mat","13850522","51F921A056B5C74F9D0A85DC448ACD3DA200A2888DFB6ACFA923BA7439A0269F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e3_p2.mat","13729330","1964C53CF6067498FD6F21988DC294E76811D5C4FD59BEA1CFA1DDB939D66FC7","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e4_p1.mat","13473693","E0182A8BFF6ED4183A85D93732A426BF3D0101A29BEE53333D8ECB2F0ED66336","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e4_p2.mat","13370785","091DF8A8BCE88C6E0E6CB03009E701D41970F073E022830EB13C6315A419286A","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e5_p1.mat","13093021","02CA90BA342E4861DF6F6EE9B3FEE1611C0976DAB4CC0E08316BA61FA2AACDEF","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n02_e5_p2.mat","13020552","230271B1F00D4AC350C9080655C3691F9C5DEEA18BB1EC1CFE7E64A2137C17D5","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e1_p1.mat","15137168","D3EBA87B352578C1DDD26AFA9DCA3F79A5BB4E914DD49A531ED55025CFB973C5","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e1_p2.mat","16266969","EE4B0F1C5F32AE050078F1FC82F114E3CAD4D38FB8701F9E96284C1150957B9F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e2_p1.mat","14225133","2A3B4627205DE8E0638461B62C07ED2BA450EAA492483E38237AA4E1712A5A23","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e2_p2.mat","14140747","333BF0E773260B9A9CE952CD061994787EC140B8684827CEBF76AD0393E68D0F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e3_p1.mat","13841255","3056CB9BE6595D0CCA681395429BEF74A00C29656D0B5A66D921617D4F56C4F2","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e3_p2.mat","13753223","F69FB6515C1C36284C88EB679DDB9DE0F366F92E94C583A157B95611A91A8DF3","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e4_p1.mat","13413414","3B9639C0E8B72B8DF8972B3A0C52DC485A6EF43953673E27562F6E9CAC3C2E7B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e4_p2.mat","13346937","A89D45466196068562E6C2252B8A5E83F1FACFFD80EF67269C344BC14148A73A","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e5_p1.mat","12984976","81A7F2F840F5EA3F42668FECE9EF7097DBF55871565D86BA088EE092DDA15F23","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n03_e5_p2.mat","12939133","6D4669D5B9ABA7947A1D1492E683147E83D2E4168783381DD5F434D90118C1A8","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e1_p1.mat","14927347","20DF0CA85340A419A7141E4D7ADF9DB62D86AA0F804CA2E223AB248D93C4F6E6","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e1_p2.mat","16462857","BAF1BA369F2F30A97D8A64F716EE6E8BEF93A5EAD6A6FE428C7DF12628DE261F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e2_p1.mat","14004470","9E3B461A6881BD9CD021825BE2DD78215E012B17E1B1EF6C40FA590B7698AAA2","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e2_p2.mat","13995382","012294675D7D50DD835F98CDFFF114841951A3018ED161CEFAC2A46048ED5FE1","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e3_p1.mat","13653884","1C289A9105B16D397C4EFF4643527BF94137C70AFA9FCFF1BA10449DC94015F7","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e3_p2.mat","13662257","581BBB4D79A5E4AC25A67EABCAF1D99D557FB8E1E12028EDB8FB9287D78C20A8","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e4_p1.mat","13275994","D84C8E594445C90569EB703AB0528891700E2F94CDE25843E44DE7FE153F56F0","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e4_p2.mat","13315269","4A206B5200BFBBF310E096B71054FC318D9748FA9A92557C0C15C23B8EEFD8D1","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e5_p1.mat","12909816","BA7F9CFA9BC8E7ED4790645D06C1B6D77B388F39D9A0FF2E5383F6A672173C39","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n04_e5_p2.mat","12972527","9DFBA64B89EE8F2E3F2C4EBE2E90D9FA74E14147CD48DDF28A0639E65E6C750B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e1_p1.mat","15355736","10292670533E8AE0CAFAEAE3A24DD1F0800B8E21AC0B1BD23611B0F1F6929102","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e1_p2.mat","16193106","4ED3BDEDBBEDD06F62755FE7137BED2BFA5A17964BF03D6EE3B5CEAFE2905E25","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e2_p1.mat","14175294","22FEEF330C3253238BCE3D6A6539C1317E4F85C93E60BE92DD6B16D34B03EFD3","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e2_p2.mat","14076638","904848EA4C422770C51E0C42CA8B72E98D08FF4F2E4862C5DBF26A733958D53E","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e3_p1.mat","13846833","0507C20F6871FB1718A1DD3992DE577A7D3178B988EBCBC0B30F06A8E81E0098","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e3_p2.mat","13744894","11ABEEDD868F3233F7BB15C80CD3C151F66AF245667DA2F9793935C18AB594DD","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e4_p1.mat","13496514","56D6CECD64C4E9202FBD8666588B41F3D8612A0BAE2DD8F5BCA9802A9CEFBFA1","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e4_p2.mat","13408045","0934343A2B8726150608E27DD7AF183638224FF4AF1EC942E980A54031E7CF10","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e5_p1.mat","13153199","1171476C556A20CB157DA2B5506DDD4A2D37A3ACD7363EB4091D6CACE2ED86F6","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n05_e5_p2.mat","13062797","693DE9E10A18F00BED415A750B80EA36A7735D020448AF00CB589F88EDFECA6F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e1_p1.mat","15273975","8412B1AC981482BEC5D6F1461C67C425A5818EF4043DD63B0BF5CEE64151FFE3","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e1_p2.mat","16354933","6FD23CBFA71954AB136A6FA5C4BB19F47929EF2A39FD7E8C80EA92DEFBEC12FB","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e2_p1.mat","14387750","F168DD105A3C909531191F0D0A3BE99C33DC26BC757676462DA0692D21B0E2DE","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e2_p2.mat","14247705","2B52EE9E30A38BB24DAE12952986671A9191CA34BF5178C0153D40DB9E33680F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e3_p1.mat","14060228","D9441D256C39C56E4A268307B701314FE73AC11DDEC98DA3E4A281DD95C20028","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e3_p2.mat","13887449","E1636E93CCE2996E9196052B4AC3E293A7956CD85091D8D699806A33AB4A4234","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e4_p1.mat","13650971","E6CDD1E33059C540394CB8228B0A632F36313123724E48122154099369F18FA5","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e4_p2.mat","13493399","51A6AEAADC9295CB523D927629677D3ECE9B7D57F71FC45BEB4813C50E03DF5B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e5_p1.mat","13248032","4A6F64CBF755C372105773DFC8E9ED0CACFB29D6CF36B3B82FD20452853E2B03","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n06_e5_p2.mat","13091262","56FF5EAE1D092D10C2A3C28F901706371F1EB945A45B71B9A4DA89CBCCFA800B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e1_p1.mat","15038528","B490D487A0FF8DD74BB238192456756F5AD852EDFC5B9CB62B052A529E2D0FD5","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e1_p2.mat","16170360","223557DFF832ACDDA0EE4749C2729B99FA21207DE5FBD13C1EBC227D5CB59F9C","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e2_p1.mat","14140653","EF9A73E2799B0186937EAD992E37EAC623746A481568347FE490D765333E7C66","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e2_p2.mat","14040473","2BD6E48A4D64D2E109E6FCFDDBC7FAC36258753B0E1C95EB48F040E5A904F62D","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e3_p1.mat","13796739","BFA200AE2BBA0B2138FE9005D7346FF53D2FDBF7780AF592BA5DEDFB65A9F132","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e3_p2.mat","13691946","B07156AFFD4D53B2A285628AF622F5F4F9F6B7EE2932FDBBDFF05EBC0C253394","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e4_p1.mat","13426090","E22EB1F812392C8AA9A60C7CE24A5B11F13B25A98175F7D233A4432B6ECFEF1B","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e4_p2.mat","13340982","5772392C72D6219D4AC5E5BF951A1CDCE7EB315E5AB286064B5100A1B64490E9","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e5_p1.mat","13065226","F383C04C394CDB82BE1BD93CF7FD8D8B61ADB750CD8665E4DA5E2F4E02F07A47","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n07_e5_p2.mat","13004165","9320AA766311DBE6A588EC0A1BFF8A11328F2A9B3E788DD09FC8C20A6C05142A","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e1_p1.mat","15029535","4DDA54E41A98FC80B47E20B9633C975EE356E0ECD18FBC21CAAA7440FEF6AC2C","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e1_p2.mat","16173365","E98E52CE50D645C0F8D57FF0D9B0BA9CF2496EDCC1A177715F882143F0ED7EAF","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e2_p1.mat","14138969","467B914E4290716199BFB6E12979C4FC5733DAEEC91E8D41630DDABAC7EDE86C","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e2_p2.mat","14047949","F4178C3D0BD3EE7092437D0315E5CF546666DC08C7DA3D70CCC8F018AE5FE9AA","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e3_p1.mat","13795443","9DCDC776B9066076B365A5501F3CECBC69B08726EC479535178249FCD41701E8","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e3_p2.mat","13696217","6B447C06C4527C72A9DC5F091663D8D007D9CFDB795A52E794290C6B5B74622F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e4_p1.mat","13436304","54CED277F0C50B683990320CFF921FCE559D79CE89D524337B782E6452BB38D6","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e4_p2.mat","13347837","40A2606756A2BB247614B4D8C015A269536FB5574C415C93E6495190E8B175E6","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e5_p1.mat","13075175","FEF28846C2865CA8DF9FFE5B42A00EE31DCB23EFD1B6F488E70E4EC51894CD51","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n08_e5_p2.mat","13002528","FBFE840D423852C2573C8170359EFD55E0F436FC0F32460128CAA09DFBAAE490","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e1_p1.mat","15042616","192369A1C063FE724C5FE430A5DF5C862270904455FD34474A38CEED5686918C","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e1_p2.mat","16177111","FA200C97E99FB06488A213D3A0B2B4B90206595E4687D4B3C9EFBEB1664C9751","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e2_p1.mat","14157342","91183E5249384962FAFBDFAB33889AF975CC2C26CD8EBB40C7596DA7C5F3BE0F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e2_p2.mat","14054550","2DFDF5BE134B301A9D13CFB0A1D8DE9E02A01E908A727B98D4FC4CFD7B5018AE","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e3_p1.mat","13818265","A97B23CDA53A65F74F648CB34F791787BE3C3A8F9C860052AF7F10A7A5CFCFC4","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e3_p2.mat","13712929","AFFE380F95DDD062DE812673F59CED66F22B69E63DDEA8CC06BBB62CB74E421F","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e4_p1.mat","13456375","FC5AB82BBD2932B6CDC18A98E9F583FEEE05C7AF3AD86D769ED9FD972D6E4C3A","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e4_p2.mat","13370740","F0DF1E224E366A35D8FAC694342AAD723CEC8D70E87C2002BC0A9046A4FFD892","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
"results/paper_ready/cache/stabilization_eta/analysis_n09_e5_p1.mat","13088842","541D09ED046BAD36BF84E9F0964290BF0325F0B98D2615F7CE0730A165238EBC","6","retain ignored/local","Scientific output, source, reproducibility or distinct audit provenance; no demonstrated disposable duplicate"
